,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
507,5,True,"05 16, 2013",A7SZKNCJXG64E,B00004U9V2,{'Size:': ' 250 g'},ouija,"i use this product before, and i fall in love with smell (not too strong) and make my hand so soft",smell so good,1368662400
508,5,True,"05 13, 2013",APBAGNU91M9KF,B00004U9V2,{'Size:': ' 250 g'},Elizabeth L Berry,I have used this for 15 years since my daughter gifted me with it originally and still like it.  It isn't greasy.,The best,1368403200
509,3,True,"03 12, 2013",A2H3TU9X02KSXZ,B00004U9V2,{'Size:': ' 250 g'},Shar Tom,"This cream has a nice feel to it; is not greasy and soaks in quickly.  However, I haven't noticed any long-term benefits, and it is expensive.",Crabtee and Evelyn hand cream,1363046400
510,5,True,"02 24, 2013",A1CM5NNUYIYTGW,B00004U9V2,{'Size:': ' 250 g'},Lizabeth M. Mcclain,My husband and I use this on our hands and feet. I have tried so many different lotions to treat dry cracked heels but I always come back to this one. It is a little pricey but always does the job well.,Not just for hands. Works great on feet also,1361664000
511,3,True,"01 22, 2013",A2GSTBLY80M6CU,B00004U9V2,{'Size:': ' 250 g'},DEE ANDERSON,"SINCE THIS PRODUCT IS USED BY MY WIFE, I CAN NOT REALLY RATE THIS LOTION.  MY WIFE HAS NOT COMPLAIN ABOUT THE PRODUCT SO I THEREFORE ASSUME THAT THE PRODUCT IS GOOD.",CRABTREE HAND THERAPY LOTION,1358812800
512,5,True,"01 19, 2013",A256PTZP0R81YR,B00004U9V2,{'Size:': ' 250 g'},A. Mal,I bought this for my sister as a gift. She lives in a northern state and in the winter her hands sometimes bleed from the dryness and cold.  This is the only product that helps her and she was so happy to get an extra large bottle!,Sister loves this product!,1358553600
513,5,True,"01 18, 2013",A2LU29RLYZWE6N,B00004U9V2,{'Size:': ' 250 g'},Lance,"This is the best product for anybody's skin. Men can use this to treat ""leather"" hands. This doesn't leave a residue behind either.",Worlds best lotion.,1358467200
514,5,True,"01 9, 2013",A94H1IUS5JPNG,B00004U9V2,{'Size:': ' 250 g'},Tinette Schierbeek,I wash my hands a ton and they get dry and cracked at the nuckles.  This is the best lotion ever.  A little goes a long way.,Working hands will love this lotion,1357689600
515,5,True,"01 4, 2013",A37IMIZP5EHC6S,B00004U9V2,{'Size:': ' 250 g'},JSun,"Although pricey, this has got to be one of the best hand creams out there. Have been using it for yrs, originally bought in a store in Mystic Ct and loved it.",Crabtree and Evelyn Gardeners Hand Therapy 8.5 fl oz,1357257600
516,5,True,"01 2, 2013",A38VQH6XUHNN8F,B00004U9V2,{'Size:': ' 250 g'},Tatiana Marnett,"I'm not a gardener, but my skin gets very dry in a cold weather, and this is so far the best product ever. I also delighted how it smells--",hands,1357084800
517,5,False,"12 31, 2012",A3S3R88HA0HZG3,B00004U9V2,{'Size:': ' 250 g'},PT Cruiser,"This hand cream has one of the nicest fragrances I've ever come across and it seems to be one that everybody likes.  The cream is non greasy and absorbs quickly but leaves your hands feeling soft and moisturized.  This is the of those products I buy over and over again and have for several years.  It also makes a nice gift in a basket with a pair of&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Angela-s-Garden-7120-921-Kids-Garden-Glove-Honey-Bee/dp/B000P8DHQG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Angela's Garden 7120-921 Kids Garden Glove, Honey Bee</a>, a hand gardening tool and a couple packets of seeds. The people I have given it to tell me that it's become one of their favorites too.  Everyone seems to like it's nice clean smell.",An effective hand cream with a wonderful scent,1356912000
518,5,True,"12 31, 2012",ANJ8KHJ6AZSIP,B00004U9V2,{'Size:': ' 250 g'},S. Campbell,"My husband uses this hand cream exclusively to the tune
of about 5 pump bottles per year. It is non greasy,effective
and although pricey-worth the money because he uses
it and there is no waste-none being blotted off. A great choice!",Good hand cream,1356912000
519,5,True,"11 26, 2012",A35NPRM56X67CC,B00004U9V2,{'Size:': ' 250 g'},S M,"This is my all-time favorite hand lotion. I've gotten so many people hooked on this stuff. I've been buying it for probably 10 years now. I only go thru a bottle a year because I mostly use it in the winter, but it's also great for removing eye make-up because it has some oil in it.

It's not a very oily cream as long as you use just a little bit. It's not a hand ""lotion"" like most lotions. It's thicker, so you really only need a little bit. It spreads around really well. It does feel a little heavy at first, but it soaks into the skin quickly, which I love.

The scent is heavenly. It's light and fresh, like walking outdoors. It smells almost like a Christmas tree, but the scent is not heavy or cloying. I just love it. :)",Love it!!,1353888000
520,5,True,"11 24, 2012",AWWD4NM8XPWGU,B00004U9V2,{'Size:': ' 250 g'},Sherrin Nolfi,Love this product and was so glad to find it on Amazon.com!!!! Made it very easy to purchase....used these products in 2 different fragrancies for years.  Kudos for having it on your website!!,Crabtree & Evelyn Gardeners - Ultra Moisturising Hand Therapy,1353715200
521,5,True,"10 28, 2012",A24YA4ZYCDUIKP,B00004U9V2,{'Size:': ' 250 g'},APBT lover,"Now that the seasons are changing my hands are getting dry, dry, dry, just like they always do. Nothing beats Crabtree & Evelyn's hand creams for dry hands. This was at a GREAT price too. It arrived as expected in perfect, new condition. If you have dry hands I highly recommend you try one of C&E's hand creams.",Great price on great hand cream !!!,1351382400
522,5,True,"09 5, 2012",A3OCAN2XFZA131,B00004U9V2,{'Size:': ' 250 g'},D. Chapman,"Crabtree & Evelyn Gardeners Hand Therapy is the best!! We have tried other brands, however nothing gets rid of rough skin on hands and fingers like Crabtree & Evelyn Gardeners Hand Therapy. This is the first time we have purchased the pump bottle & like that much better than the tube.",Crabtree & Evelyn Gardeners Hand Therapy is the best!!,1346803200
523,5,True,"07 16, 2012",ABZFCT0JJKZ5C,B00004U9V2,{'Size:': ' 250 g'},Linda,"I have used thie product for a few years now.  But, when I tried to purchase at the store, the price was doubled.  Therefore, I checked with Amazon and found it at a great price.
P.S.  This is the best hand cream for dry, cracked skin.  Love it.
Thank you for carrying this product.",Gardeners Hand Therapy,1342396800
524,5,True,"06 13, 2012",A1VIQTR7EZ8FCT,B00004U9V2,{'Size:': ' 250 g'},Jan-Micheal,"I live in an area that has a humidity level of about 11% so all the natural moisture in my skin just gets sucked into the atmosphere.  However, this product really helps restore moisture without being greasy.  I probably use it 3 or 4 times a day including right at bedtime and in conjunction with the nail and cuticle therapy sister-product.  My hands are no longer snagging knit and terry fabrics.  I hate that the product is expensive but I plan to keep buying it because of how well it works.",Highly recommended!,1339545600
525,5,True,"06 10, 2012",AGMHXR63AGCCF,B00004U9V2,{'Size:': ' 250 g'},Joanne,"I had this item sent directly to my mother.  She received it on time for Mother's day and enjoys the product.

Her one comment was it did not indicate who the item was from.

She wanted me to try it; when I did, the pump did not work.  I noticed the bottle was dented in two places.  It looked used.  I was disappointed in the packaging. Nevertheless, my mother likes it, so that is what is important.",Crabtree & Evelyn,1339286400
526,5,True,"02 25, 2012",A2A9Y25PY0WXOT,B00004U9V2,{'Size:': ' 250 g'},silkpurs29,"As a Firefighter, my hands become cracked and extremely dry.  I have tried many creams and lotions to combat this problem with little success.  While the price of this product may seem a bit high, it is worth every penny plus. It works almost overnight. Absolutely Fabulous.",The BEST Hand Therapy Cream,1330128000
527,4,True,"01 1, 2012",A1UWAMWVGOURXF,B00004U9V2,{'Size:': ' 250 g'},Nora,"There's no lotion that feels better or smells better than Gardener's Hand Therapy - it's a wonderful product.  But because it was shipped in a bubble envelope, it arrived with a big dent in the container.  The shipper should use a box.","Good product, bad shipping",1325376000
528,5,False,"11 6, 2011",A1MIXJLQIVS6QX,B00004U9V2,{'Size:': ' 250 g'},pen name,"My hands/fingers chap, crack, and bleed every winter. This lotion is fantastic though! I rated the item, not the price, which is too high in my opinion. It's on my wishlist for Christmas every year though! Smells great, feels great, and most importantly, it does a great job!",Fantastic lotion!,1320537600
529,5,False,"03 4, 2011",ARUVAWT5NLJIW,B00004U9V2,{'Size:': ' 250 g'},LDubz,"For years each winter, I have suffered through having cracked skin on my fingers, right at the two edges of the nails.  I consigned myself to applying moisturizer to the cracked area and a band-aid whenever this happened and waiting for days for the fissure to heal up.  I also tried to keep my fingernails as short as possible to help prevent the cracks from forming in the first place.  What a royal pain!  Then I tried applying C&E's Gardeners Hand Therapy (my wife had received a tube as a gift several years ago) right before bed each night.  I started doing this at night because I don't like the feel of any moisturizing product on my hands during the day.  Lo and behold - the painful cracks on my fingers stopped forming entirely, even though I had no moisturizer on them during waking hours!  And I didn't even have to be vigilant about keeping my nails super-short.  Fantastic product, and I like the unusual smell.  Thanks, C&E, for giving me my hands back during the cold New England winter.",No more cracked skin on my fingers!,1299196800
530,4,False,"11 21, 2010",A2TVT03TGAMFL4,B00004U9V2,{'Size:': ' 250 g'},C. Montejo,"4 stars only because of the price. I have very dry skin on my hands and face. I use this daily on both, and quite honestly, if I could take one bathroom product to a desert island, I'd take this.","Excellent, but expensive",1290297600
531,5,False,"09 30, 2014",A1SPIHGQULQJ3T,B00005A77F,,BAR,"This has got to be the very best soap for gardeners!  It digs deep and gets rid of all sorts of grime. (I don't like to wear gloves!)
Came in house and bypassed the Crabtree and Evelyn soap for regular pump soap - couldn't understand why it was taking so long and so much work to get hands clean - the the light bulb went on and I realized I used the wrong soap!!
Hope they never stop making it!",Best soap going!!,1412035200
532,5,False,"08 30, 2014",A3UPCYOO9LU726,B00005A77F,,Weinroth,"Fabulous soap.  Works well, smells wonderful, and lasts much longer than other liquid soaps.  I'm buying more.",A Real Find,1409356800
533,5,True,"06 23, 2014",A3F3KHBZHV2UD6,B00005A77F,,mrsgunslingr,LOVE this soap. Not only does it clean up my hands great after working in the garden but it also smells amazing! Definitely recommend it even though its a little pricey. My only complaint is that my container arrived dented.,My favorite hand soap.,1403481600
534,5,True,"04 24, 2014",ACTQ7P7GA1SRX,B00005A77F,,Janet E. Barton,My favorite soap! Makes hands feel so soft. Love the fragrance too! I would highly recommend it. I use it every day.,Feels and smells great!,1398297600
535,5,True,"02 19, 2014",A3ETRZKHGSONPB,B00005A77F,,McSusan,You can't go wrong with Crabtree and Evelyn products for yourself or as gifts. Hand soap is wonderful and I love the gardeners hand cream as well.,Love all Crabtree and Evelyn,1392768000
536,5,True,"07 21, 2013",A2RB7SCAN6O7GK,B00005A77F,,Susan Taylor,"I have Gardeners Liquid Hand Soap in every room with a sink.  It has a mild, pleasant fragrance that I enjoy.  It is not one of those soaps that you can smell on your hands from two feet away.  I have sensitive skin and normally use unscented products.  Surprisingly, this product works for me.  The soap comes in a metal container with 10.1 fluid ounces.  Crabtree & Evelyn started selling a refill again, which makes so much sense ecologically.  I just wish the ""value size"" were larger!  This time I found it cheaper to buy two regular size than one ""value size.""  When I reorder, that may not be the case.",Great for my sensitive skin.,1374364800
537,4,True,"04 22, 2013",A3TXIN5QWZMHCH,B00005A77F,,S. Garcia,"I find this soap to be gentle and quite excellent quality.
Finally! I found a soap to not only to be non-drying but does leave not
leave behind residue. As with other commerical brands.
Plus,if you take it to the shower with you, the scent is stronger.
Which I don't like. Crabtree&Evelyn make great quality products.
I love the brand and this soap.",The Good soap,1366588800
538,5,True,"10 31, 2012",A1DHFRIZP7GUPW,B00005A77F,,Mary,"This is a great smelling liquid soap. I've been using it for years after finding the Gardener's hand cream - which is an excellent item - with a nice, not overly flowery smell.",Great stuff!,1351641600
539,4,True,"09 4, 2014",A3TU5IAZ9ZPGJF,B00005NDTD,,jana lee corn,Love this lotion!,Four Stars,1409788800
540,4,True,"04 17, 2014",A1Y9QUXZ9LMX1D,B00005NDTD,,Kindle Customer,"I ordered the Soy Milk by mistake instead of the Oat Milk which I prefer. Both creams are excellent and make your skin feel soft and nourished and whilst the Soy Milk smells nice, the Oat Milk has the better fragrance by far.",Wonderful,1397692800
541,5,True,"09 1, 2013",A2PN4V61J1KMH9,B00005NDTD,,Denise  Marie,"A friend told me about this creme.  She let my try it and I loved it.  I couldn't wait to get home to see if Amazon carried this body lotion.
It's not greasy and the smell is pleasant.",Archipelago Milk body Creme,1377993600
542,5,True,"04 18, 2013",A2K3QG5R4OZM7,B00005NDTD,,garden-girl,I Found this product about 3 years ago and really like the consistency.  Great product to carry in your bag.,Milk Soy Creme,1366243200
543,5,True,"12 27, 2012",A21T1ZXW4X0VA8,B00005NDTD,,Terri,Love this product.  I keep a tube in my purse & one in my desk @ work...absorbs quickly & does not leave a greasy residue on my keyboard.,Great Hand Creme,1356566400
544,5,False,"05 13, 2017",A1LHYXX5NRC7C9,B00005NDTD,,Tita Lockhart,Best hand and cuticle cream for in the world! Buy 2 and keep one in your purse. Very mild pleasant scent.,The Best,1494633600
545,5,True,"04 21, 2017",A1351E9G9PZ46Q,B00005NDTD,,Alice M. Craig,"I cannot say enough good about this product, I just love everything about it. Just wish I could purchase it locally. Thanks so much.",I cannot say enough good about this product,1492732800
546,5,True,"04 2, 2017",ANPUSICN9Q856,B00005NDTD,,micheleky,"I use it as a face moisturizer...a little dab will do you and it is not greasy, soaks right in and smell is nice. Have used it for several years and try not to run out.....ever!",soaks right in and smell is nice. Have used it for several years and try ...,1491091200
547,5,True,"02 28, 2017",A8AHQDUBLHOGM,B00005NDTD,,Ellen Buechler,"I love the feeling and smell!
It was a treat for my bday!",Five Stars,1488240000
548,5,True,"02 21, 2017",A1GHKL376A4EST,B00005NDTD,,Seattleite,"I love this hand cream. It has a nice light scent, and it soaks in really smoothly.",Five Stars,1487635200
549,5,True,"01 29, 2017",A3SC6QSF1Y2LC,B00005NDTD,,Stacy Sanford,Love how those lotion comes in a toothpaste type tube! The smell is light but clean. Wonderful for my dry hands. I'm going to buy the mint next.,Love it!,1485648000
550,5,True,"01 26, 2017",A1Y2KB4VYAZE7G,B00005NDTD,,LT,Works wonders on my dry skin and love the aromatherapy!,Five Stars,1485388800
551,5,True,"01 9, 2017",A2FY7BFNBZCUXL,B00005NDTD,,G Miller,The best hand cream on the market. Everyone I recommend it to agrees.,Five Stars,1483920000
552,5,True,"01 8, 2017",A22049LHIBCZWG,B00005NDTD,,Shulstein,My favorite!  Great moisturizer - pleasant smell- not overly fragrant.,Best hand lotion,1483833600
553,5,True,"11 16, 2016",A331MPGGGDC9FI,B00005NDTD,,Amazon Customer,The stuff is excellent!,Five Stars,1479254400
554,5,True,"10 12, 2016",A2ETE6V6FVLH9W,B00005NDTD,,Kristin ,"love love love this line and the soy milk body washes and lotions!  creamy, long lasting clean aroma!",Five Stars,1476230400
555,5,True,"07 4, 2016",A240U8XOO6UAUL,B00005NDTD,,Amazon Customer,Best hand creme I've ever used. I have used this for years and will order again.,Five Stars,1467590400
556,5,True,"07 3, 2016",A1M56EWCU56BJ6,B00005NDTD,,Amazon Customer,I will re purchase this product over and over again.  I received it as a gift and have been using it ever since.  Fantastic product!,Fantastic product!,1467504000
557,5,True,"06 30, 2016",AVNJOQ0P1OE2S,B00005NDTD,,Jack Pyle,Good product,Five Stars,1467244800
558,5,True,"06 28, 2016",A15APC0C3I5HA1,B00005NDTD,,dvm,This is a great product!,Love it!,1467072000
559,5,True,"06 11, 2016",A1OE8B1664CUFN,B00005NDTD,,osso,The quality of the product and price.,Five Stars,1465603200
560,5,True,"05 9, 2016",AEI062TCE8IGJ,B00005NDTD,,MaLu,"A bit pricey, but worth every penny.  It goes on so smoothly, my hands feel like silk.  I am very stingy with using it, mostly saving it to use when leaving the house for the day or the last thing at night.",Hand Renewal,1462752000
561,5,True,"04 19, 2016",A1ZXYNU7JQE6T7,B00005NDTD,,Tina M. Michaud,Best stuff eva!,Five Stars,1461024000
562,5,True,"04 15, 2016",A34546Q71ANQSM,B00005NDTD,,T PIE,"Smells great, works great.",Five Stars,1460678400
563,4,False,"04 11, 2016",A11UFJ2R2JMYJP,B00005NDTD,,Valerie,I have used these products for 2 yrs. I love the quality especially the milk powder!  I've purchased them from a gift store and they are not easy to find. Thanks to Amazon there are some of the products here!,I love the quality especially the milk powder,1460332800
564,5,True,"03 23, 2016",A3KN5GPCNG529N,B00005NDTD,,Janet Costa,Love this cream wish it was still sold in stores near me. Not greased and leaves my hands soft and moisturizer,Love this cream wish it was still sold in stores ...,1458691200
565,5,True,"03 18, 2016",A2WSF11RQ6WA6T,B00005NDTD,,Lara Leigh,So thankful a friend hipped me to this hand cream!  I carry a tube in my purse at all times!  It smells wonderful and absorbs nicely without leaving a greasy residue.  I work in optics and am always handing eyeglasses.  The last thing I need at work is greasy hands!  My husband also likes this product.,Non Greasy and Smells Wonderful!,1458259200
566,5,True,"03 7, 2016",A38EUIXORYSC6D,B00005NDTD,,Nittany Lioness,I first tried this as a sample in a store.  I was so impressed with the silky feel that I found it immediately on Amazon and bought it.  I love this hand crme and will buy it again.  The best word I know to describe the feel of my hands when I use this crme is silky.,Silky smooth,1457308800
567,5,True,"03 4, 2016",A30X873Y2MF2WX,B00005NDTD,,Dee,The only thing that works on my dry overworked hands. The smell is divine.,A workhorse of a hand cream. This stuff work. (Smells great too),1457049600
568,5,True,"02 4, 2016",A2SUQ31QWIS4UZ,B00005NDTD,,Beth,The best product.  It leaves my skin so smooth with no greasy or oily feel.  I have given it many times as gifts and I always have to keep extra tubes on hand so I do not run out.,The best product. It leaves my skin so smooth with ...,1454544000
569,5,True,"01 21, 2016",A3TWINNDTP7B0G,B00005NDTD,,juanita bothell,Cleanest smelling lotion and best feeling that I have ever ever used.,Five Stars,1453334400
570,5,True,"01 12, 2016",AE50F6L5P25X5,B00005NDTD,,notmyname,"I love it, I love it, I love it! The smell is intoxicating and the silky feel is fabulous. Does the job right, but if you have super duper dry hands, you will need something stronger.","I love it, I love it",1452556800
571,5,True,"01 3, 2016",A3SXRL8JULLM8F,B00005NDTD,,Kindle Customer,Best lotion ever. Very pleased with this product,Five Stars,1451779200
572,5,True,"12 7, 2015",A3F43TVWWVVUOS,B00005NDTD,,lily,"Love this hand cream. Not greasy, use very little,and it works",Five Stars,1449446400
573,5,True,"10 28, 2015",A1F1NSIKMGC610,B00005NDTD,,Amazon Customer,I love the light clean scent of this lotion - and  how well it moisturizes.,Five Stars,1445990400
574,5,True,"10 27, 2015",A3CXJ0XQKFTAW2,B00005NDTD,,Brittany L.,"love love love, no greasy feel ever",Five Stars,1445904000
575,4,True,"10 11, 2015",A30EOMNLIYV61U,B00005NDTD,,Linda Cortez,"free shipping would be nice, however the hand cream is great.","free shipping would be nice, however the hand cream is great",1444521600
576,5,True,"09 5, 2015",A1471NNQ4KJWF6,B00005NDTD,,Rebecca,This lotion is AMAZING! Smells fabulous as well!!,Five Stars,1441411200
577,5,True,"08 14, 2015",A2BTS46UXSGDHA,B00005NDTD,,Mike AV,I love the way this stuff smells! It absorbs so easily into my skin and smells great.,Five Stars,1439510400
578,5,True,"05 13, 2015",ALH3GV3UKD0BQ,B00005NDTD,,curiouskc,"Best hand cream ever. I was given a sample of this two years ago, found it in my office last month and started using it. I love the scent, the feel and the way it lasts on my hands. A bit expensive but worth it.",A bit Expensive but Worth Every Penny,1431475200
579,5,True,"04 20, 2015",A19PCVMDDLQMTE,B00005NDTD,,mary beth duffy,Love this hand cream. I work in a job where I am constantly washing my hands and using alcohol and harsh cleaners. Keeps my hands soft even after washing.,Love this hand cream,1429488000
580,5,True,"04 8, 2015",A20T1P8304RQ1W,B00005NDTD,,rose lambert,LOVE the fragrance & it is absorbed quickly.,LOVE this Cream!,1428451200
581,5,True,"04 4, 2015",A3OAA1ZFZNEH0Y,B00005NDTD,,W. Haley,"This hand cream not only makes your hands feel soft and smooth, it has a nice, pleasant scent, too.","it has a nice, pleasant scent",1428105600
582,5,True,"03 15, 2015",A30K8HZO7YX3UL,B00005NDTD,,Priscilla Bowman,A fine product for the hands.  All winter have kept my hands from chapping.,Enjoy this hand cream.,1426377600
583,5,True,"03 12, 2015",A1FDB1TGTPIVIH,B00005NDTD,,Camille McGraw,I have bought this lotion for years and for others. A very nice clean smelling and nice product.,Fabulous Lotion,1426118400
584,4,True,"03 5, 2015",A2X37ELZUH1VDJ,B00005NDTD,,BETTY,Love the fragrance.,Four Stars,1425513600
585,5,True,"02 28, 2015",A2AVITZI9FNP82,B00005NDTD,,Joanne B.,Love this product.  Delicate scent is my favorite.,Five Stars,1425081600
586,5,True,"02 21, 2015",A1IGAS4D7085F,B00005NDTD,,mark a carrell,my wife loves these products.,Five Stars,1424476800
587,3,True,"02 14, 2015",AADHB5NZR95BD,B00005NDTD,,Jennifer Beal,Nice lotion,Three Stars,1423872000
588,4,True,"01 22, 2015",AOGPKWZBZ2S1P,B00005NDTD,,Phryne&#039;s Mystical Wants,"Wanted to try this product, as I use the Oat Lotion everyday.  This has a nice scent, but it seems to soak in quickly and not last as long as other hand creams I've used.","This has a nice scent, but it seems to soak in quickly ...",1421884800
589,5,True,"01 20, 2015",AQ3WVK7KQTQTF,B00005NDTD,,Paula Clancy,This is the best hand lotion. Smells perfect and softens your hands without making them greasy. Everyone I give it to loves it too!!,This is the best hand lotion,1421712000
590,5,True,"01 14, 2015",A2538R58IWD7DW,B00005NDTD,,Alexandrie Sasso,Awesome texture! leaves your hands super soft!,Five Stars,1421193600
591,5,True,"01 12, 2015",ADO8GKP68C482,B00005NDTD,,FairAssessor,This Hand Cream smells great and keeps hands soft for a while.,Five Stars,1421020800
592,4,True,"01 9, 2015",AVKM2IGXU63QX,B00005NDTD,,Amazon Customer,This is a great smelling hand cream that feels nice on the skin and isn't too greasy. On those attributes it's a 5 star product. The only drawback is the price.,This is a great smelling hand cream that feels nice on the skin ...,1420761600
593,5,False,"01 7, 2015",A1H3H7UXMOCY7L,B00005NDTD,,Rowena C,great stuff! Working at a hospital I'm constantly washing my hands or using the antibacterial foam so my hands tend to dry out.  This lotion is light and moisturizes without leaving my hands feeling greasy.,great stuff! Working at a hospital I'm constantly washing ...,1420588800
594,4,True,"01 4, 2015",A2V7XR8YNO3BJH,B00005NDTD,,Kimberly,"Great product, good deal. This was a good price for a quality product. The box was a little banged up during shipping so it might help to wrap it better. But the tube of lotion was undamaged.","Great product, good deal",1420329600
595,5,True,"01 1, 2015",A1PZX6JLJPUCB8,B00005NDTD,,Shari Scheele,The best!,Five Stars,1420070400
596,5,True,"11 16, 2014",AG5EHJR93S11C,B00005NDTD,,Bethany O.,Wonderful product.,Five Stars,1416096000
597,5,True,"11 13, 2014",ASZEBHGLZTTX7,B00005NDTD,,alice cheung,"Good and valuable, must buy:-D",Five Stars,1415836800
598,5,True,"11 7, 2014",ARSX3M0VM9QXM,B00005NDTD,,Kristin Haley,Best hand cream ever!!!,Five Stars,1415318400
599,5,True,"11 4, 2014",A18P0J5Q9QW1UQ,B00005NDTD,,TammyA,LOVE LOVE LOVE this subtle fresh scent. Not too heavy and leaves skin feeling like you just left the spa!!,LOVE LOVE LOVE this subtle fresh scent,1415059200
600,4,True,"08 12, 2014",A1PV9QV1F3A43L,B00005V50C,{'Size:': ' 24 packets'},The Rock,Love the product,Four Stars,1407801600
601,5,True,"10 3, 2012",A1XJX59ZRWAI6N,B00005V50C,{'Size:': ' 24 packets'},criscusac,I just started using the Supersmile packets and Toothpaste. AH-Mazing! I don't think I've ever been more confident when I smile. Also because its exciting to brush I do use it more often. Thank you Supersmile!,Perfect for after lunch at the office!,1349222400
602,1,False,"03 6, 2012",A23MYUKGYZZA8R,B00005V50C,{'Size:': ' 24 packets'},Samantha M,"I wasn't a real big fan of this product. I'm big on whitening my teeth, and I thought the powder mixture combined with the whiten teeth and get fresh breath all in one would end up being a favorite, but that wasn't the case. Actually using it wasn't so bad, but it made my teeth feel really grimy afterwards. I would actually brush my teeth to try to get rid of the feeling after I was done using it, because I couldn't stand what my teeth felt like. Not one I would recommend.
I received this product in my monthly Birchbox.",Grimy Teeth,1330992000
603,5,True,"03 3, 2016",A3VEECLFL8GM13,B00005V50C,{'Size:': ' 24 packets'},Claudia,It's ok.,Five Stars,1456963200
604,5,True,"01 7, 2016",A37QMPIVFZNJU,B00005V50C,{'Size:': ' 60 packets'},M Deb,good product.  nice price,Five Stars,1452124800
605,5,True,"09 21, 2015",A3E5SDDDFH0WO6,B00005V50C,{'Size:': ' 24 packets'},Changing,I use these for travel.  Easy enough to fill with water to use in a restroom.  Clean feeling.,Great for travel,1442793600
606,5,True,"07 7, 2015",AFZ0BJEG4LEOZ,B00005V50C,{'Size:': ' 24 packets'},maxi,This is great,like,1436227200
607,1,True,"07 4, 2015",A21FB1X9HS7BAY,B00005V50C,{'Size:': ' 24 packets'},TippyJo,"Disappointed in this product. Doesn't mix well, gritty. Like rinsing with sandy water. Awful taste!",Definite NO!,1435968000
608,5,True,"11 11, 2014",A25BOLUVF1R4YJ,B00005V50C,{'Size:': ' 24 packets'},sidney l john,great,Five Stars,1415664000
609,2,True,"10 19, 2014",A277TVNGYD8KTP,B00005V50C,{'Size:': ' 24 packets'},martin,The powder is good if you feel like stirring. In this case the powder was old and chunky.,Two Stars,1413676800
610,5,True,"10 3, 2014",A3JMIVH5T5U1J5,B00005V50C,{'Size:': ' 24 packets'},elisa d. comerford,"Worked very well. For our long trip
The powder must be mixed",Great product for airline travel,1412294400
611,5,True,"09 1, 2014",A2G31793N6H444,B00005V50C,{'Size:': ' 24 packets'},MikoRocks,"Supersmile mouthrinse does everything I need it to do whenever I'm on the go and it's inconvenient for me to brush my teeth.  I keep a couple of packets in my handbag at all times.  Just fill the packet up with warm water (to the conveniently marked fill line), gently shake to mix it, vigorously rinse your mouth (using the packet as your cup).  Refill the packet with clean water and rinse a second time to remove any lingering mixture from your mouth.  Your breath will be fresh as can be for the next several hours and your teeth will feel really clean.  I've been using this for years and I love it.",Longtime user of this much-loved product,1409529600
612,5,False,"11 12, 2007",A3TFPA0UT04KL1,B00005V50B,,Mac Mom,"I have been using this for about a week now, and I really enjoy the way it makes my mouth & teeth feel.  At first I didn't care for the taste, but it's not bad.",Not Bad,1194825600
613,2,True,"03 24, 2018",ANBH7VGK55CTN,B00005V50B,{'Flavor Name:': ' Original Mint'},She Barkwell,"Not impressed, in my opinion this is just average whitening toothpaste. Over the counter whitening  toothpaste does the same job for a lot less money.",Just average tooth whitening,1521849600
614,5,True,"03 19, 2018",A3PO37OQF5299,B00005V50B,{'Flavor Name:': ' Original Mint'},Tamara Payton Holy,"My favorite, teeth feel clean, great taste",Five Stars,1521417600
615,5,True,"03 18, 2018",AKE826OMWM7M7,B00005V50B,{'Flavor Name:': ' Original Mint'},70smeme,Have been buying this for years.  Favorite tooth paste ever.,Favorite tooth paste ever,1521331200
616,1,False,"03 16, 2018",AMPDBHNK02WIY,B00005V50B,{'Flavor Name:': ' Original Mint'},Amazon Customer,"I have been a dental assistant for many years, and I know a ripoff when I see it.  The ONLY ""active ingredient"" in this toothpaste is fluoride, making it no different than any fluoride toothpaste at many times the cost!  Calprox, which is the ingredient that supposedly whitens the teeth, is NOT even listed as an ""active ingredient"" in this toothpaste.  This toothpaste is also not recommended by the ADA, which means that it does not do what it is advertised to do.
The Supersmile pre activater gel, which is EXTREMELY expensive, does contain Calprox as an ""active ingredient"", so possibly that might work to help whiten teeth.  If using the pre activater gel, my suggestion would be to use it with ANY fluoride toothpaste - and not waste any money on this junk!",FALSE ADVERTISING!,1521158400
617,5,True,"03 8, 2018",A1422QJFPO8O0Z,B00005V50B,{'Flavor Name:': ' Mandarin Mint'},Amazon Customer,"This really works! After just a few days of brushing with this at night, I can see a difference.",This really works! After just a few days of ...,1520467200
618,5,True,"03 1, 2018",A1QTWUV8IML6K,B00005V50B,{'Flavor Name:': ' Original Mint'},margaret pena,love it so much I recommend it to friends,Five Stars,1519862400
619,5,True,"02 23, 2018",ACQX8YAS5E29E,B00005V50B,{'Flavor Name:': ' Original Mint'},elsy mondragon,"Excellent quality, work spectacular, I have resin in some teeth and it keeps them white",Five Stars,1519344000
